Code,Name,Type,Disp,RecType,CompanyCode,EnerSource,OperStartdate,State
5G3Z,AGPE COLOMBIANA DE PRODUCTOS DEL AGRO COLPAGRO SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-11-27,OPERACION
5G41,AGPE JERONIMO MARTINS COL SAS TIENDA 777 DINDALITO BOG,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-11-27,OPERACION
5GEV,AGPE CC EL PUENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2025-12-04,OPERACION
5GEW,AGPE PROGEN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2025-12-04,OPERACION
5GEX,AGPE CLAUDIA MARIA ELISA ROMERO VIVAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-04,OPERACION
5GEY,AGPE PARQUES Y DEPORTES SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-04,OPERACION
5GEZ,AGPE CENTRO COMERCIAL Y DE SERVICIOS PLAZA BEILLIN PH ID,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-04,OPERACION
5GF1,AGPE GRUPO AGROBOX SAS ZOMAC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2025-12-04,OPERACION
5GF2,AGPE HERNANDO PAEZ REY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-04,OPERACION
5GF3,AGPE PLEX CORPORATICO PH,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-04,OPERACION
5GF4,AGPE FUNTEC1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2025-12-04,OPERACION
5GF5,GD BLANCA ENERGY SOLAR 24,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,CTEG,RAD SOLAR,2025-12-09,OPERACION
5GF6,GD BLANCA ENERGY SOLAR 23,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,CTEG,RAD SOLAR,2025-12-09,OPERACION
5GF7,AGPE 108KW CC GRAN PLAZA BOSA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2025-12-04,OPERACION
5GF8,AGPE SUBS CORP SAS BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2025-12-04,OPERACION
5GF9,AGPE KAMATI LTDA BIC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2025-12-04,OPERACION
5GFA,AGPE HENRY SILVA SARMIENTO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-04,OPERACION
5GFB,GD JARDINCITO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,GNYG,RAD SOLAR,2025-12-07,OPERACION
5GFC,AGPE SARI MAGALY GUERRERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2025-12-04,OPERACION
5H1F,MINIGRANJA VALENCIA ORIENTE I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2026-02-13,OPERACION
5H1G,AGPE YAMIL JOSE LLANOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-11,OPERACION
5H1H,AGPE FRIGORIFICO RIOFRIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2025-12-11,OPERACION
5H1I,AGPE CENTRO FRUVER DEL LLANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1J,AGPE ANTENA RCN RADIO SORACA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1K,AGPE PLAFECOL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1L,AGPE RCN RADIO ANTENA CAJUCAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1M,GD LA CACICA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2026-05-23,OPERACION
5H1N,GD LAS PILONERAS,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2026-05-23,OPERACION
5H1O,GD YUAN SOLAR,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2025-12-16,OPERACION
5H1P,AGPE JORGE ELIECER DORIA CORRALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-11,OPERACION
5H1Q,AGPE JONATHAN MORA MARTINEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-11,OPERACION
5H1R,GD LA CATEDRAL,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2026-01-31,OPERACION
5H1S,AGPE COMERCIALIZADORA LOS MONTES DE COLOMBIA SAS SEDE TRAPICHES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1T,AGPE PSFV COMPRESORA LA PAZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-11,OPERACION
5H1U,AGPE PIVETTE SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2025-12-11,OPERACION
5H1V,AGPE CONVAA1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2025-12-11,OPERACION
5H1W,AGPE LUIS GABRIEL MORA GUILLEN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-11,OPERACION
5ID7,AGPE GEN PQA 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ISGC,RAD SOLAR,2025-12-18,OPERACION
5IG3,AGPE SILVANA MARGARITA FRANCESCHI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-18,OPERACION
5IH1,AGPE SURTIDELICIAS FOOD SERVICE SAS CERETE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-18,OPERACION
5IJ8,AGPE PECU1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2025-12-18,OPERACION
5IJ9,AGPE JAMOGA1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2025-12-18,OPERACION
5IKR,GD LYRA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,BIAG,RAD SOLAR,2026-05-07,OPERACION
5IKS,AGPE SG SAN CHARBEL DE LA FE SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2025-12-20,OPERACION
5IKT,GD SEMILLAS MONTERIA I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-01-12,OPERACION
5IKU,GD SEMILLAS MONTERIA II,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-01-12,OPERACION
5IL7,AGPE PLASTIRED SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-21,OPERACION
5ILE,AGPE CENTRO COMERCIAL BUGA PLAZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2025-12-20,OPERACION
5ILK,AGPE COLEGIO HACIENDA LOS ALCAPARROS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2025-12-24,OPERACION
5ILL,AGPE PAOLA VANESA VELILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2025-12-24,OPERACION
5ILM,AGPE GRUPO DECOR BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2025-12-24,OPERACION
5ILX,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 636 LA CHUCUA BOGOTA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5ILY,AGPE SAN CARLOS 2 ETAPA 4,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5ILZ,AGPE TIENDA ARA MADRID,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM1,AGPE WOODPECKER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2025-12-25,OPERACION
5IM2,AGPE TIENDA ARA TOCANCIPA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM3,AGPE TIENDA ARA SOACHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM4,AGPE TIENDA ARA FUNZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM5,AGPE SUPERMERCADO BETEL CHAPINERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM6,AGPE SUPERMERCADO BETEL BOCONO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IM7,GD ORBIS,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,BIAG,RAD SOLAR,2026-05-07,OPERACION
5IM8,AGPE ROYAL FILMS AV LOS SAMANES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2025-12-25,OPERACION
5IM9,AGPE SUPERMERCADO BETEL LA FLORESTA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IMA,AGPE STO 88 REDONDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IMB,AGPE CEDILLANOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,UNGG,RAD SOLAR,2025-12-25,OPERACION
5IMC,AGPE AVICOLA COMERCIAL L SAS RIOSUCIO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IMD,AGPE COOPIMAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5IME,PARQUE SOLAR SABANA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,AAGG,RAD SOLAR,2025-03-31,PRUEBAS
5IMF,AGPE GLADYS MARIA ANGARITA AZUERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2025-12-25,OPERACION
5IMG,AGPE STO 678 AMERICAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2025-12-25,OPERACION
5ISK,GD PALMERAS I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,OTAG,RAD SOLAR,2026-01-06,OPERACION
5ISL,GD PALMERAS III,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,OTAG,RAD SOLAR,2026-01-06,OPERACION
5ISM,GD PALMERAS IV,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,OTAG,RAD SOLAR,2026-01-06,OPERACION
5ISN,GD CSF ARENALES I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,GCYG,RAD SOLAR,2026-03-20,OPERACION
5ISO,GD PALMERAS II,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,OTAG,RAD SOLAR,2026-01-06,OPERACION
5ISP,AGPE VEROCAVI JOSE ALBERTO CALDERON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2026-01-01,OPERACION
5ISQ,AGPE HACIENDA EL TREBOL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5ISR,GD LA MACANA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SUNG,RAD SOLAR,2026-01-16,OPERACION
5ISS,GD PARQUE SOLAR GRANADA II,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EMSG,RAD SOLAR,2026-01-05,OPERACION
5IST,AGPE SAFELA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5ISU,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 944 TRONCAL PIVIJAY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5ISV,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 633 PARAISO BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5ISW,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 591 BUENOS AIRES BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5ISX,PLANTA SOLAR SAN FRANCISCO,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EPMG,RAD SOLAR,2026-07-27,OPERACION
5ISY,GD BLANCA ENERGY III,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,DUCG,RAD SOLAR,2026-02-08,OPERACION
5ISZ,AGPE COMPANIA DE FINANCIAMIENTO LEASING ITAU SA SOLICITUD 25283,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5IT1,GD ALAMO SOLAR,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2026-01-30,OPERACION
5IT2,GD SEMILLA DEL PASO IA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2026-01-09,OPERACION
5IT3,GD SEMILLA DEL PASO III,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2026-01-09,OPERACION
5IT4,AGPE LASMA1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2026-01-01,OPERACION
5IT5,AGPE LADRILLERA SANTALUCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-01,OPERACION
5IVU,AGPE ALTIPAL SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2026-01-03,OPERACION
5IVV,AGPE LADRILLERA LA TOSCANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2026-01-03,OPERACION
5IVZ,GD CORALITO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-01-18,OPERACION
5IW1,GD EMPERATRIZ I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-02-19,OPERACION
5J84,AGPE ACEIS FIC48 ZC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2026-01-08,OPERACION
5J85,AGPE OPAV LA SEMILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2026-01-08,OPERACION
5J86,AGPE MARIA ANGELICA BORJA RUEDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2026-01-08,OPERACION
5J87,AGPE SOLO MODAS BAZURTO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J88,AGPE CIA DE FINANCIAMIENTO LEASING ITAU SA SOLICITUD 21875,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J89,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 945 SANTA MARTA GAIRA CENTRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8A,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 649 BOSTON BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8B,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 810 VILLA TAREL BARRANQUILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8C,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 1091 CENTRO FONSECA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8D,AGPE CORPLASTICOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8E,AGPE LABORATORIOS ASEPTIC SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8F,AGPE EDIFICIO MIRADOR DE SANTA MARIA SAS HOTEL QUO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8G,AGPE SSFV INCOLAB SERVICES COLOMBIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-08,OPERACION
5J8H,GRANJA SOLAR ASTURIAS,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GRCG,RAD SOLAR,2024-10-31,PRUEBAS
5J8H,GRANJA SOLAR ASTURIAS,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GRCG,RAD SOLAR,2024-10-31,PRUEBAS
5J8I,GD GOLONDRINA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-01-18,OPERACION
5J8J,GD EMPERATRIZ II,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,SNCG,RAD SOLAR,2026-02-19,OPERACION
5J8K,PARQUE SOLAR HATO GRANDE,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2025-08-31,PRUEBAS
5J8L,AGPE GRUPO FIRENZE SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2026-01-08,OPERACION
5J8M,AGPE FRASSER DEL FUTURO SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2026-01-08,OPERACION
5J8N,AGPE CACOM NO6 FAC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2026-01-08,OPERACION
5JDI,AGPE ALFONSO JOSE GOMEZ GALLON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2026-01-15,OPERACION
5JDJ,AGPE SABAR1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2026-01-15,OPERACION
5JDK,AGPE ABRLIN1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2026-01-15,OPERACION
5JDL,PARQUE SOLAR EL JARDIN,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2025-09-30,PRUEBAS
5JDM,AGPE TUCURINCA MOBILIARIOS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2026-01-15,OPERACION
5JG6,GD SOLYCIELO 9,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2026-02-20,OPERACION
5JG7,AGPE PATRICIA BRAVO ARIZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2026-01-22,OPERACION
5JG8,AGPE EDGAR RICARDO ROJAS ECHEVERRY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2026-01-22,OPERACION
5JG9,AGPE NELSON ALBERTO HENAO MAYA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2026-01-22,OPERACION
5JGA,AGPE ANTENA RCN RADIO SAN JOSE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-22,OPERACION
5JGB,AGPE MORICHAL PLAZA CENTRO COMERCIAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2026-01-22,OPERACION
5JGC,AGPE SODETRANS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2026-01-22,OPERACION
5JGD,AGPE INVERSIONES NASCAR Y ASOCIADOS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2026-01-22,OPERACION
5JGE,GD ERCO LAS PIEDRAS II,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2026-01-31,OPERACION
5JJA,GD CHIRIGUANA NORTE I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,COXG,RAD SOLAR,2026-06-23,OPERACION
5JJB,AGPE VICAFRM1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2026-01-29,OPERACION
5JJC,GD ERCO LAS PIEDRAS I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2026-02-19,OPERACION
5JJE,AGPE AGRICOLA CACTUS FINCA 2 75 POSTCOSECHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-29,OPERACION
5JJF,AGPE CARNES SANTACRUZ EL CONCORD MALAMBO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-29,OPERACION
5JJG,AGPE TECNOGRANJAS POLO NUEVO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-29,OPERACION
5JJH,AGPE AGRICOLA CACTUS FINCA 2 30 BOMBAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-01-29,OPERACION
5JQL,GD POLARIS III,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,BIAG,RAD SOLAR,2026-02-06,OPERACION
5JR6,AGPE IDM SOLAR BOGOTA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,RAD SOLAR,2026-02-01,OPERACION
5JR7,AGPE AVICOLA DEL MAGDALENA SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EXEC,RAD SOLAR,2026-02-01,OPERACION
5JR8,AGPE INDUCON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EXEC,RAD SOLAR,2026-02-01,OPERACION
5JR9,AGPE VANTI SAN ANDRES,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,GAS,2026-02-01,OPERACION
5JRA,AGPE VANTI PROSPERIDAD,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,GAS,2026-02-01,OPERACION
5JRB,AGPE VANTI SAN BERNARDINO,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,GAS,2026-02-01,OPERACION
5JRO,GD EDEQ SOLAR LA TEBAIDA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EDQG,RAD SOLAR,2026-02-10,OPERACION
5JRP,GD EDEQ SOLAR MONTENEGRO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EDQG,RAD SOLAR,2026-02-10,OPERACION
5JRW,AGPE JERONIMO MARTINS COLOMBIA SAS TIENDA 357 CHIA VARIANTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-02-05,OPERACION
5JRX,AGPE TIENDA ARA MOSQUERA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2026-02-05,OPERACION
5JRY,AGPE TRANSDIAZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2026-02-05,OPERACION
